cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,scenario_id,probability,scenario_description,timestamp,simulations
2020,President,polls-plus,10/29/2020,Trump,Biden,"",11,.297075,Biden landslide (double-digit popular vote margin),22:17:03 29 Oct 2020,40000
2020,President,polls-plus,10/29/2020,Trump,Biden,"",10,.00015,Trump landslide (double-digit popular vote margin),22:17:03 29 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",9,.9402,Biden majority (at least 50 percent of the vote),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",8,.020375,Trump majority (at least 50 percent of the vote),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",6,.0811,Biden wins popular vote but loses Electoral College,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",5,.0003125,Trump wins popular vote but loses Electoral College,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",4,.965825,Biden wins popular vote,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",3,.034175,Trump wins popular vote,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",2,.041775,Recount (1+ decisive states within 0.5 ppt),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",1,.004775,Electoral College deadlock (No candidate gets 270 electoral votes),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",14,.974,Biden wins at least one state Trump won in 2016,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",13,.2364,Trump wins at least one state Clinton won in 2016,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",12,.00065,Map exactly the same as in 2016,21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",11,.291075,Biden landslide (double-digit popular vote margin),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/28/2020,Trump,Biden,"",10,.000225,Trump landslide (double-digit popular vote margin),21:36:04 28 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",9,.939375,Biden majority (at least 50 percent of the vote),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",8,.020825,Trump majority (at least 50 percent of the vote),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",6,.086725,Biden wins popular vote but loses Electoral College,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",5,.0001625,Trump wins popular vote but loses Electoral College,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",4,.964875,Biden wins popular vote,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",3,.035125,Trump wins popular vote,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",2,.04445,Recount (1+ decisive states within 0.5 ppt),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",1,.005575,Electoral College deadlock (No candidate gets 270 electoral votes),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",14,.9703,Biden wins at least one state Trump won in 2016,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",13,.237375,Trump wins at least one state Clinton won in 2016,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",12,.000875,Map exactly the same as in 2016,21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",11,.300925,Biden landslide (double-digit popular vote margin),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/27/2020,Trump,Biden,"",10,.00025,Trump landslide (double-digit popular vote margin),21:01:03 27 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",9,.93725,Biden majority (at least 50 percent of the vote),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",8,.0217,Trump majority (at least 50 percent of the vote),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",6,.0904125,Biden wins popular vote but loses Electoral College,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",5,.000325,Trump wins popular vote but loses Electoral College,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",4,.963725,Biden wins popular vote,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",3,.036275,Trump wins popular vote,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",2,.04515,Recount (1+ decisive states within 0.5 ppt),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",1,.005625,Electoral College deadlock (No candidate gets 270 electoral votes),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",14,.969275,Biden wins at least one state Trump won in 2016,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",13,.236175,Trump wins at least one state Clinton won in 2016,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",12,.001275,Map exactly the same as in 2016,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",11,.305475,Biden landslide (double-digit popular vote margin),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",10,.0003,Trump landslide (double-digit popular vote margin),20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",9,.935175,Biden majority (at least 50 percent of the vote),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",8,.0227,Trump majority (at least 50 percent of the vote),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",6,.088325,Biden wins popular vote but loses Electoral College,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",5,.000275,Trump wins popular vote but loses Electoral College,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",4,.962075,Biden wins popular vote,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",3,.037925,Trump wins popular vote,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",2,.0462,Recount (1+ decisive states within 0.5 ppt),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",1,.0058,Electoral College deadlock (No candidate gets 270 electoral votes),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",14,.96535,Biden wins at least one state Trump won in 2016,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",13,.24525,Trump wins at least one state Clinton won in 2016,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",12,.0012,Map exactly the same as in 2016,20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",11,.3124,Biden landslide (double-digit popular vote margin),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/25/2020,Trump,Biden,"",10,.000325,Trump landslide (double-digit popular vote margin),20:47:03 25 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",9,.931425,Biden majority (at least 50 percent of the vote),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",8,.024225,Trump majority (at least 50 percent of the vote),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",6,.092225,Biden wins popular vote but loses Electoral College,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",5,.0002375,Trump wins popular vote but loses Electoral College,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",4,.95965,Biden wins popular vote,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",3,.04035,Trump wins popular vote,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",2,.0482,Recount (1+ decisive states within 0.5 ppt),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",1,.005475,Electoral College deadlock (No candidate gets 270 electoral votes),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",14,.958975,Biden wins at least one state Trump won in 2016,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",13,.248225,Trump wins at least one state Clinton won in 2016,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",12,.001825,Map exactly the same as in 2016,22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",11,.3132,Biden landslide (double-digit popular vote margin),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/24/2020,Trump,Biden,"",10,.00035,Trump landslide (double-digit popular vote margin),22:24:03 24 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",9,.934775,Biden majority (at least 50 percent of the vote),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",8,.023125,Trump majority (at least 50 percent of the vote),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",6,.089775,Biden wins popular vote but loses Electoral College,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",5,.000225,Trump wins popular vote but loses Electoral College,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",4,.9614,Biden wins popular vote,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",3,.0386,Trump wins popular vote,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",2,.04555,Recount (1+ decisive states within 0.5 ppt),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",1,.0061,Electoral College deadlock (No candidate gets 270 electoral votes),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",14,.958725,Biden wins at least one state Trump won in 2016,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",13,.24935,Trump wins at least one state Clinton won in 2016,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",12,.00175,Map exactly the same as in 2016,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",11,.3307,Biden landslide (double-digit popular vote margin),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",10,.0003,Trump landslide (double-digit popular vote margin),22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",9,.933875,Biden majority (at least 50 percent of the vote),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",8,.023525,Trump majority (at least 50 percent of the vote),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",6,.0850875,Biden wins popular vote but loses Electoral College,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",5,.000225,Trump wins popular vote but loses Electoral College,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",4,.960075,Biden wins popular vote,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",3,.039925,Trump wins popular vote,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",2,.043725,Recount (1+ decisive states within 0.5 ppt),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",1,.005775,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",14,.960625,Biden wins at least one state Trump won in 2016,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",13,.2492,Trump wins at least one state Clinton won in 2016,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",12,.0013,Map exactly the same as in 2016,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",11,.338675,Biden landslide (double-digit popular vote margin),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",10,.00035,Trump landslide (double-digit popular vote margin),19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",9,.93085,Biden majority (at least 50 percent of the vote),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",8,.0249,Trump majority (at least 50 percent of the vote),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",6,.0895,Biden wins popular vote but loses Electoral College,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",5,.0001625,Trump wins popular vote but loses Electoral College,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",4,.95875,Biden wins popular vote,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",3,.04125,Trump wins popular vote,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",2,.045875,Recount (1+ decisive states within 0.5 ppt),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",1,.005625,Electoral College deadlock (No candidate gets 270 electoral votes),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",14,.959875,Biden wins at least one state Trump won in 2016,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",13,.2522,Trump wins at least one state Clinton won in 2016,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",12,.001525,Map exactly the same as in 2016,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",11,.3385,Biden landslide (double-digit popular vote margin),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",10,.000375,Trump landslide (double-digit popular vote margin),20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",9,.93005,Biden majority (at least 50 percent of the vote),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",8,.025425,Trump majority (at least 50 percent of the vote),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",6,.085225,Biden wins popular vote but loses Electoral College,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",5,.0004125,Trump wins popular vote but loses Electoral College,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",4,.957725,Biden wins popular vote,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",3,.042275,Trump wins popular vote,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",2,.0424,Recount (1+ decisive states within 0.5 ppt),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",1,.004475,Electoral College deadlock (No candidate gets 270 electoral votes),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",14,.962025,Biden wins at least one state Trump won in 2016,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",13,.2693,Trump wins at least one state Clinton won in 2016,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",11,.347375,Biden landslide (double-digit popular vote margin),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",10,.000375,Trump landslide (double-digit popular vote margin),21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",9,.9326,Biden majority (at least 50 percent of the vote),21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",8,.024775,Trump majority (at least 50 percent of the vote),21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",6,.082275,Biden wins popular vote but loses Electoral College,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",5,.0002375,Trump wins popular vote but loses Electoral College,21:55:04 19 Oct 2020,40000
2020,President,polls-plus,10/19/2020,Trump,Biden,"",4,.959325,Biden wins popular vote,21:55:04 19 Oct 2020,40000
