date_start,date_end,pollster,poll_sponsor,poll_type,poll_subject,question_text,population,party,sample_size,pct_approve,pct_disapprove,poll_url
2020-08-27,2020-09-02,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,all,8000.0,42.0,52.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-27,2020-09-02,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,I,2300.0,25.0,55.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-27,2020-09-02,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,D,2800.0,12.0,85.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-27,2020-09-02,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,R,2300.0,78.0,19.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-31,2020-09-02,Harris Poll,Harvard,0,Trump,Do you approve or disapprove of the job President Trump is doing on ...? Reacting to coronavirus,rv,D,581.0,18.0,82.0,https://harvardharrispoll.com/wp-content/uploads/2020/09/August2020_HHP_RegisteredVoters_Crosstabs.pdf
2020-08-31,2020-09-02,Harris Poll,Harvard,0,Trump,Do you approve or disapprove of the job President Trump is doing on ...? Reacting to coronavirus,rv,I,413.0,35.0,65.0,https://harvardharrispoll.com/wp-content/uploads/2020/09/August2020_HHP_RegisteredVoters_Crosstabs.pdf
2020-08-31,2020-09-02,Harris Poll,Harvard,0,Trump,Do you approve or disapprove of the job President Trump is doing on ...? Reacting to coronavirus,rv,R,560.0,78.0,22.0,https://harvardharrispoll.com/wp-content/uploads/2020/09/August2020_HHP_RegisteredVoters_Crosstabs.pdf
2020-08-31,2020-09-02,Harris Poll,Harvard,0,Trump,Do you approve or disapprove of the job President Trump is doing on ...? Reacting to coronavirus,rv,all,1604.0,43.0,57.0,https://harvardharrispoll.com/wp-content/uploads/2020/09/August2020_HHP_RegisteredVoters_Crosstabs.pdf
2020-08-30,2020-09-01,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,I,580.0,37.0,53.0,https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf
2020-08-28,2020-09-01,SSRS,CNN,0,Trump,Do you approve or disapprove of the way Donald Trump is handling The coronavirus outbreak?,a,I,475.58,35.0,59.0,https://cdn.cnn.com/cnn/2020/images/09/02/rel9a.-.2020.pdf
2020-08-28,2020-09-01,SSRS,CNN,0,Trump,Do you approve or disapprove of the way Donald Trump is handling The coronavirus outbreak?,a,D,331.8,3.0,96.0,https://cdn.cnn.com/cnn/2020/images/09/02/rel9a.-.2020.pdf
2020-08-28,2020-09-01,SSRS,CNN,0,Trump,Do you approve or disapprove of the way Donald Trump is handling The coronavirus outbreak?,a,R,298.62,87.0,8.0,https://cdn.cnn.com/cnn/2020/images/09/02/rel9a.-.2020.pdf
2020-08-28,2020-09-01,SSRS,CNN,0,Trump,Do you approve or disapprove of the way Donald Trump is handling The coronavirus outbreak?,a,all,1106.0,40.0,55.0,https://cdn.cnn.com/cnn/2020/images/09/02/rel9a.-.2020.pdf
2020-08-28,2020-09-01,Ipsos (online),Reuters,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the following issues? Coronavirus/COVID-19,a,all,1335.0,42.0,54.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_presidential_approval_tracker_09_02_2020.pdf
2020-08-29,2020-09-01,IBD/TIPP,,0,Trump,How would you grade his performance:  HANDLING THE CORONAVIRUS SITUATION,a,all,1197.0,30.0,56.0,https://www.investors.com/politics/joe-biden-holds-solid-lead-over-president-donald-trump-no-convention-bump-ibd-tipp-poll/
2020-08-30,2020-09-01,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,D,542.0,9.0,88.0,https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf
2020-08-30,2020-09-01,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,R,374.0,79.0,18.0,https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf
2020-08-30,2020-09-01,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,all,1500.0,38.0,55.0,https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf
2020-09-01,2020-09-01,Data for Progress,,0,Trump,"For each person or group, say whether you approve or disapprove of the way they are handling the coronavirus pandemic: President Donald Trump",a,D,332.0,9.95,88.56,https://docs.google.com/spreadsheets/d/1Usnyhw8rNPQbRxmTBsxEC09KULamI_bNGaFaQJPdIPE/edit
2020-09-01,2020-09-01,Data for Progress,,0,Trump,"For each person or group, say whether you approve or disapprove of the way they are handling the coronavirus pandemic: President Donald Trump",a,R,352.0,78.0,20.99,https://docs.google.com/spreadsheets/d/1Usnyhw8rNPQbRxmTBsxEC09KULamI_bNGaFaQJPdIPE/edit
2020-09-01,2020-09-01,Data for Progress,,0,Trump,"For each person or group, say whether you approve or disapprove of the way they are handling the coronavirus pandemic: President Donald Trump",a,all,806.0,39.36,57.78,https://docs.google.com/spreadsheets/d/1Usnyhw8rNPQbRxmTBsxEC09KULamI_bNGaFaQJPdIPE/edit
2020-08-28,2020-08-31,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,D,843.0,12.0,85.0,https://assets.morningconsult.com/wp-uploads/2020/08/31125104/2008107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-27,2020-08-31,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,I,287.98,34.0,58.0,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.01.20.pdf
2020-08-27,2020-08-31,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,D,562.87,10.0,90.0,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.01.20.pdf
2020-08-27,2020-08-31,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,R,458.15,86.0,12.0,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.01.20.pdf
2020-08-27,2020-08-31,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,all,1309.0,43.0,55.0,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.01.20.pdf
2020-08-28,2020-08-31,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,I,721.0,28.0,59.0,https://assets.morningconsult.com/wp-uploads/2020/08/31125104/2008107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-28,2020-08-31,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,R,635.0,79.0,18.0,https://assets.morningconsult.com/wp-uploads/2020/08/31125104/2008107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-28,2020-08-31,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,all,2200.0,36.0,57.0,https://assets.morningconsult.com/wp-uploads/2020/08/31125104/2008107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-28,2020-08-31,Quinnipiac,,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,lv,I,389.16,38.0,59.0,https://poll.qu.edu/national/release-detail?ReleaseID=3671
2020-08-28,2020-08-31,Quinnipiac,,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,lv,D,324.3,5.0,93.0,https://poll.qu.edu/national/release-detail?ReleaseID=3671
2020-08-28,2020-08-31,Quinnipiac,,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,lv,R,270.25,86.0,13.0,https://poll.qu.edu/national/release-detail?ReleaseID=3671
2020-08-28,2020-08-31,Quinnipiac,,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus?,lv,all,1081.0,41.0,57.0,https://poll.qu.edu/national/release-detail?ReleaseID=3671
2020-08-26,2020-08-30,Selzer,Grinnell College,0,Trump,Do you approve or disapprove of the job Donald Trump is doing: With handling the COVID-19 coronavirus situation?,a,I,223.0,34.0,61.0,https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf
2020-08-24,2020-08-30,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,I,5187.0,33.0,65.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug30/
2020-08-24,2020-08-30,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,D,16659.0,8.0,92.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug30/
2020-08-24,2020-08-30,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,R,14494.0,87.0,11.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug30/
2020-08-24,2020-08-30,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,all,37386.0,44.0,54.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug30/
2020-08-24,2020-08-30,AtlasIntel,,0,Trump,3 How do you evaluate President Trump's response to the coronavirus pandemic?,lv,all,4210.0,46.0,53.0,https://projects.fivethirtyeight.com/polls/20200831_National.pdf
2020-08-26,2020-08-30,Selzer,Grinnell College,0,Trump,Do you approve or disapprove of the job Donald Trump is doing: With handling the COVID-19 coronavirus situation?,a,R,360.0,81.0,12.0,https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf
2020-08-26,2020-08-30,Selzer,Grinnell College,0,Trump,Do you approve or disapprove of the job Donald Trump is doing: With handling the COVID-19 coronavirus situation?,a,D,365.0,3.0,94.0,https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf
2020-08-26,2020-08-30,Selzer,Grinnell College,0,Trump,Do you approve or disapprove of the job Donald Trump is doing: With handling the COVID-19 coronavirus situation?,a,all,1012.0,39.0,55.0,https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf
2020-08-28,2020-08-30,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,I,506.0,27.0,66.0,https://www.politico.com/f/?id=00000174-4c3d-d848-ab74-4ebf66da0000
2020-08-28,2020-08-30,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,D,789.0,8.0,88.0,https://www.politico.com/f/?id=00000174-4c3d-d848-ab74-4ebf66da0000
2020-08-28,2020-08-30,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,R,693.0,76.0,21.0,https://www.politico.com/f/?id=00000174-4c3d-d848-ab74-4ebf66da0000
2020-08-28,2020-08-30,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,all,1988.0,37.0,59.0,https://www.politico.com/f/?id=00000174-4c3d-d848-ab74-4ebf66da0000
2020-08-27,2020-08-29,YouGov,Huffington Post,0,Trump,Do you approve or disapprove of the way President Trump is handling issues related to the coronavirus?,a,all,1000.0,44.0,51.0,https://docs.cdn.yougov.com/k5f6mc1kum/tabs_HP_Coronavirus_20200827.pdf
2020-08-27,2020-08-29,YouGov,Huffington Post,0,Trump,Do you approve or disapprove of the way President Trump is handling issues related to the coronavirus?,a,D,327.0,20.0,78.0,https://docs.cdn.yougov.com/k5f6mc1kum/tabs_HP_Coronavirus_20200827.pdf
2020-08-27,2020-08-29,YouGov,Huffington Post,0,Trump,Do you approve or disapprove of the way President Trump is handling issues related to the coronavirus?,a,R,262.0,82.0,14.0,https://docs.cdn.yougov.com/k5f6mc1kum/tabs_HP_Coronavirus_20200827.pdf
2020-08-27,2020-08-29,YouGov,Huffington Post,0,Trump,Do you approve or disapprove of the way President Trump is handling issues related to the coronavirus?,a,I,402.0,38.0,55.0,https://docs.cdn.yougov.com/k5f6mc1kum/tabs_HP_Coronavirus_20200827.pdf
2020-08-28,2020-08-29,Ipsos (online),ABC News,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,a,I,269.0,35.0,64.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-abc-ipsos-poll-aug30.pdf
2020-08-28,2020-08-29,Ipsos (online),ABC News,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,a,D,270.0,6.0,93.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-abc-ipsos-poll-aug30.pdf
2020-08-28,2020-08-29,Ipsos (online),ABC News,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,a,R,151.0,76.0,24.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-abc-ipsos-poll-aug30.pdf
2020-08-28,2020-08-29,Ipsos (online),ABC News,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the response to the coronavirus (COVID-19)?,a,all,732.0,35.0,63.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-abc-ipsos-poll-aug30.pdf
2020-08-27,2020-08-28,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,all,1001.0,40.0,55.0,https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf
2020-08-27,2020-08-28,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,R,220.0,80.0,18.0,https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf
2020-08-27,2020-08-28,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,D,369.0,11.0,86.0,https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf
2020-08-27,2020-08-28,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,I,314.0,42.0,53.0,https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf
2020-08-20,2020-08-26,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,all,8000.0,40.0,53.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-20,2020-08-26,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,R,2300.0,77.0,20.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-20,2020-08-26,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,D,2800.0,11.0,86.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-20,2020-08-26,Nationscape,,0,Trump,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,a,I,2300.0,27.0,52.0,https://www.voterstudygroup.org/covid-19-updates
2020-08-19,2020-08-25,Ipsos (online),Reuters,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the following issues? Coronavirus/COVID-19,a,all,4428.0,40.0,56.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_26_2020.pdf
2020-08-23,2020-08-25,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,I,604.0,37.0,53.0,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
2020-08-23,2020-08-25,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,D,507.0,15.0,82.0,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
2020-08-23,2020-08-25,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,R,387.0,84.0,14.0,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
2020-08-23,2020-08-25,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,all,1500.0,42.0,52.0,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
2020-08-21,2020-08-24,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,all,1319.0,40.0,59.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.25.20.pdf
2020-08-21,2020-08-24,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,R,461.65,81.0,17.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.25.20.pdf
2020-08-21,2020-08-24,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,D,567.17,8.0,91.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.25.20.pdf
2020-08-21,2020-08-24,Global Strategy Group/GBAO/Navigator Research,,0,Trump,Do you approve or disapprove of the way that Donald Trump is handling the coronavirus pandemic?,rv,I,290.18,30.0,66.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.25.20.pdf
2020-08-21,2020-08-23,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,all,1145.0,39.0,57.0,https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf
2020-08-17,2020-08-23,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,I,5742.0,36.0,63.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug23/
2020-08-17,2020-08-23,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,D,19235.0,7.0,92.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug23/
2020-08-17,2020-08-23,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,R,16207.0,87.0,13.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug23/
2020-08-17,2020-08-23,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,all,42315.0,44.0,54.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug23/
2020-08-21,2020-08-23,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,I,303.0,36.0,59.0,https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf
2020-08-21,2020-08-23,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,D,434.0,11.0,87.0,https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf
2020-08-21,2020-08-23,YouGov,Yahoo News,0,Trump,Do you approve or disapprove of the way Donald Trump has handled COVID-19?,a,R,293.0,85.0,14.0,https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf
2020-08-21,2020-08-23,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,R,673.0,75.0,22.0,https://assets.morningconsult.com/wp-uploads/2020/08/24172723/200896_crosstabs_POLITICO_RVs_v2_RG.pdf
2020-08-21,2020-08-23,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,I,518.0,29.0,66.0,https://assets.morningconsult.com/wp-uploads/2020/08/24172723/200896_crosstabs_POLITICO_RVs_v2_RG.pdf
2020-08-21,2020-08-23,Change Research,CNBC,0,Trump,Do you approve or disapprove of the job Donald Trump is doing handling each of the following issues: The coronavirus,lv,all,2362.0,42.0,58.0,https://changeresearch.com/post/states-of-play-battleground-wave-12/
2020-08-21,2020-08-23,Morning Consult,Politico,0,Trump,How would you rate each of the following on their handling of the coronavirus? President Donald Trump,rv,all,1992.0,37.0,60.0,https://assets.morningconsult.com/wp-uploads/2020/08/24172723/200896_crosstabs_POLITICO_RVs_v2_RG.pdf
2020-08-21,2020-08-23,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,I,658.0,29.0,56.0,https://assets.morningconsult.com/wp-uploads/2020/08/24113947/200878_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-21,2020-08-23,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,D,838.0,10.0,85.0,https://assets.morningconsult.com/wp-uploads/2020/08/24113947/200878_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
