date_start,date_end,pollster,poll_sponsor,poll_type,poll_subject,question_text,population,party,sample_size,pct_approve,pct_disapprove,poll_url
2021-09-09,2021-09-13,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,all,995.0,52.0,44.0,
2021-09-09,2021-09-13,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,R,368.15,17.0,79.0,
2021-09-09,2021-09-13,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,D,417.9,87.0,11.0,
2021-09-09,2021-09-13,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,I,208.95,42.0,47.0,
2021-09-10,2021-09-11,HarrisX,Hill.TV,0,Biden,Do you approve or disapprove of the job President Joe Biden is doing on handling the coronavirus outbreak?,rv,all,958.0,59.0,41.0,
2021-09-08,2021-09-09,HarrisX,George Washington University,,Biden,Do you approve or disapprove of the job President Biden is doing on reacting to coronavirus?,rv,I,504.0,57.0,43.0,
2021-09-08,2021-09-09,HarrisX,George Washington University,,Biden,Do you approve or disapprove of the job President Biden is doing on reacting to coronavirus?,rv,D,723.0,87.0,13.0,
2021-09-08,2021-09-09,HarrisX,George Washington University,,Biden,Do you approve or disapprove of the job President Biden is doing on reacting to coronavirus?,rv,R,576.0,27.0,73.0,
2021-09-08,2021-09-09,HarrisX,George Washington University,,Biden,Do you approve or disapprove of the job President Biden is doing on reacting to coronavirus?,rv,all,1803.0,57.0,43.0,
2021-09-04,2021-09-07,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,R,366.0,14.0,81.0,
2021-09-04,2021-09-07,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,I,465.0,37.0,51.0,
2021-09-04,2021-09-07,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,all,1500.0,42.0,45.0,
2021-09-04,2021-09-07,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,D,506.0,79.0,13.0,
2021-08-03,2021-09-07,SSRS,CNN,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,a,D,741.65,92.0,8.0,
2021-08-03,2021-09-07,SSRS,CNN,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,a,all,2119.0,56.0,44.0,
2021-08-03,2021-09-07,SSRS,CNN,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,a,I,762.84,53.0,47.0,
2021-08-03,2021-09-07,SSRS,CNN,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,a,R,614.51,16.0,84.0,
2021-09-04,2021-09-05,Redfield & Wilton Strategies,,0,Biden,"To what extent, if at all, do you approve or disapprove of the Joe Biden administration’s performance in the following policy areas:  The Coronavirus Pandemic?",a,I,294.0,34.0,32.0,
2021-09-04,2021-09-05,Redfield & Wilton Strategies,,0,Biden,"To what extent, if at all, do you approve or disapprove of the Joe Biden administration’s performance in the following policy areas:  The Coronavirus Pandemic?",a,D,596.0,77.0,9.0,
2021-09-04,2021-09-05,Redfield & Wilton Strategies,,0,Biden,"To what extent, if at all, do you approve or disapprove of the Joe Biden administration’s performance in the following policy areas:  The Coronavirus Pandemic?",a,R,475.0,26.0,60.0,
2021-09-04,2021-09-05,Redfield & Wilton Strategies,,0,Biden,"To what extent, if at all, do you approve or disapprove of the Joe Biden administration’s performance in the following policy areas:  The Coronavirus Pandemic?",a,all,1500.0,49.0,31.0,
2021-08-30,2021-09-02,Change Research,CNBC,0,Biden,Do you approve or disapprove of the job Joe Biden is doing handling the coronavirus?,rv,all,1775.0,53.0,47.0,
2021-08-29,2021-09-01,ABC,The Washington Post,0,Biden,Do you approve or disapprove of the way Biden is handling the coronavirus pandemic?,a,I,372.22,49.0,43.0,
2021-08-29,2021-09-01,ABC,The Washington Post,0,Biden,Do you approve or disapprove of the way Biden is handling the coronavirus pandemic?,a,all,1006.0,52.0,41.0,
2021-08-29,2021-09-01,ABC,The Washington Post,0,Biden,Do you approve or disapprove of the way Biden is handling the coronavirus pandemic?,a,R,241.44,20.0,73.0,
2021-08-29,2021-09-01,ABC,The Washington Post,0,Biden,Do you approve or disapprove of the way Biden is handling the coronavirus pandemic?,a,D,301.8,89.0,10.0,
2021-08-30,2021-09-01,YouGov,Yahoo News,0,Biden,Do you approve or disapprove of the way President Biden is handling each of the following issues? Coronavirus,a,R,377.0,21.0,74.0,
2021-08-30,2021-09-01,YouGov,Yahoo News,0,Biden,Do you approve or disapprove of the way President Biden is handling each of the following issues? Coronavirus,a,all,1605.0,48.0,41.0,
2021-08-30,2021-09-01,YouGov,Yahoo News,0,Biden,Do you approve or disapprove of the way President Biden is handling each of the following issues? Coronavirus,a,D,550.0,81.0,13.0,
2021-08-30,2021-09-01,YouGov,Yahoo News,0,Biden,Do you approve or disapprove of the way President Biden is handling each of the following issues? Coronavirus,a,I,504.0,47.0,42.0,
2021-08-26,2021-08-31,Marist,"NPR, PBS NewsHour",0,Biden,Do you approve or disapprove of how President Biden is handling the coronavirus pandemic?,a,all,1241.0,55.0,41.0,
2021-08-28,2021-08-31,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,all,1500.0,46.0,43.0,
2021-08-28,2021-08-31,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,R,357.0,12.0,83.0,
2021-08-28,2021-08-31,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,D,550.0,84.0,7.0,
2021-08-28,2021-08-31,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,I,446.0,38.0,47.0,
2021-08-26,2021-08-31,Marist,"NPR, PBS NewsHour",0,Biden,Do you approve or disapprove of how President Biden is handling the coronavirus pandemic?,rv,all,1145.0,55.0,41.0,
2021-08-26,2021-08-31,Marist,"NPR, PBS NewsHour",0,Biden,Do you approve or disapprove of how President Biden is handling the coronavirus pandemic?,rv,R,332.05,17.0,79.0,
2021-08-26,2021-08-31,Marist,"NPR, PBS NewsHour",0,Biden,Do you approve or disapprove of how President Biden is handling the coronavirus pandemic?,rv,D,412.2,88.0,10.0,
2021-08-26,2021-08-31,Marist,"NPR, PBS NewsHour",0,Biden,Do you approve or disapprove of how President Biden is handling the coronavirus pandemic?,rv,I,389.3,53.0,39.0,
2021-08-28,2021-08-30,Morning Consult,Politico,0,Biden,Do you approve or disapprove of how President Biden is handling each of the following? Coronavirus,rv,D,777.0,86.0,11.0,
2021-08-27,2021-08-30,Ipsos,Reuters,0,Biden,"Overall, do you strongly approve, somewhat approve, somewhat disapprove, or strongly disapprove of the way Joe Biden is handling the following? COVID-19",a,all,1003.0,55.0,38.0,
2021-08-27,2021-08-30,Ipsos,Reuters,0,Biden,"Overall, do you strongly approve, somewhat approve, somewhat disapprove, or strongly disapprove of the way Joe Biden is handling the following? COVID-19",a,R,354.0,22.0,71.0,
2021-08-27,2021-08-30,Ipsos,Reuters,0,Biden,"Overall, do you strongly approve, somewhat approve, somewhat disapprove, or strongly disapprove of the way Joe Biden is handling the following? COVID-19",a,D,465.0,82.0,38.0,
2021-08-27,2021-08-30,Ipsos,Reuters,0,Biden,"Overall, do you strongly approve, somewhat approve, somewhat disapprove, or strongly disapprove of the way Joe Biden is handling the following? COVID-19",a,I,107.0,47.0,43.0,
2021-08-28,2021-08-30,Morning Consult,Politico,0,Biden,Do you approve or disapprove of how President Biden is handling each of the following? Coronavirus,rv,all,1997.0,52.0,44.0,
2021-08-28,2021-08-30,Morning Consult,Politico,0,Biden,Do you approve or disapprove of how President Biden is handling each of the following? Coronavirus,rv,R,721.0,20.0,75.0,
2021-08-28,2021-08-30,Morning Consult,Politico,0,Biden,Do you approve or disapprove of how President Biden is handling each of the following? Coronavirus,rv,I,499.0,44.0,48.0,
2021-08-26,2021-08-30,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,all,1002.0,54.0,43.0,
2021-08-26,2021-08-30,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,R,370.74,24.0,74.0,
2021-08-26,2021-08-30,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,D,420.84,84.0,14.0,
2021-08-26,2021-08-30,Global Strategy Group/GBAO/Navigator Research,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling The coronavirus pandemic?,rv,I,232.0,41.0,51.0,
2021-08-27,2021-08-28,Ipsos,ABC News,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the response to the coronavirus (COVID-19)?,a,all,513.0,64.0,35.0,
2021-08-21,2021-08-24,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,I,446.0,37.0,52.0,
2021-08-21,2021-08-24,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,D,529.0,87.0,7.0,
2021-08-21,2021-08-24,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,R,353.0,14.0,79.0,
2021-08-21,2021-08-24,YouGov,Economist,0,Biden,Do you approve or disapprove of the way Joe Biden is handling COVID-19?,a,all,1500.0,47.0,41.0,
2021-08-19,2021-08-23,Suffolk,USA Today,0,Biden,How about President Biden´s handling of the COVID-19 pandemic - approve or disapprove?,rv,D,326.0,94.0,4.0,
2021-08-19,2021-08-23,Suffolk,USA Today,0,Biden,How about President Biden´s handling of the COVID-19 pandemic - approve or disapprove?,rv,all,1000.0,50.0,45.0,
2021-08-19,2021-08-23,Suffolk,USA Today,0,Biden,How about President Biden´s handling of the COVID-19 pandemic - approve or disapprove?,rv,R,306.0,10.0,84.0,
2021-08-19,2021-08-23,Suffolk,USA Today,0,Biden,How about President Biden´s handling of the COVID-19 pandemic - approve or disapprove?,rv,I,354.0,44.0,50.0,
2021-08-19,2021-08-22,Morning Consult,,0,Biden,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Joe Biden,a,I,696.0,45.0,42.0,
2021-08-19,2021-08-22,Morning Consult,,0,Biden,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Joe Biden,a,D,828.0,84.0,11.0,
2021-08-19,2021-08-22,Morning Consult,,0,Biden,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Joe Biden,a,R,677.0,18.0,76.0,
2021-08-19,2021-08-22,Morning Consult,,0,Biden,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Joe Biden,a,all,2201.0,51.0,41.0,
2021-08-20,2021-08-22,HarrisX,Hill.TV,0,Biden,Do you approve or disapprove of the job President Joe Biden is doing on handling the coronavirus outbreak?,rv,I,711.0,65.0,35.0,
2021-08-20,2021-08-22,HarrisX,Hill.TV,0,Biden,Do you approve or disapprove of the job President Joe Biden is doing on handling the coronavirus outbreak?,rv,D,1053.0,91.0,9.0,
2021-08-20,2021-08-22,HarrisX,Hill.TV,0,Biden,Do you approve or disapprove of the job President Joe Biden is doing on handling the coronavirus outbreak?,rv,R,1025.0,28.0,72.0,
2021-08-20,2021-08-22,HarrisX,Hill.TV,0,Biden,Do you approve or disapprove of the job President Joe Biden is doing on handling the coronavirus outbreak?,rv,all,2846.0,61.0,39.0,
2021-08-17,2021-08-20,American Research Group,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the coronavirus outbreak?,rv,all,992.0,58.0,38.0,
2021-08-17,2021-08-20,American Research Group,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the coronavirus outbreak?,a,all,1100.0,57.0,38.0,
2021-08-17,2021-08-20,American Research Group,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the coronavirus outbreak?,rv,R,287.0,16.0,79.0,
2021-08-17,2021-08-20,American Research Group,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the coronavirus outbreak?,rv,D,356.0,94.0,4.0,
2021-08-17,2021-08-20,American Research Group,,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the coronavirus outbreak?,rv,I,349.0,55.0,38.0,
2021-08-13,2021-08-19,Ipsos,Reuters,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the response to the coronavirus (COVID-19)?,a,I,527.0,53.0,38.0,
2021-08-13,2021-08-19,Ipsos,Reuters,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the response to the coronavirus (COVID-19)?,a,D,2033.0,86.0,11.0,
2021-08-13,2021-08-19,Ipsos,Reuters,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the response to the coronavirus (COVID-19)?,a,R,1531.0,24.0,73.0,
2021-08-13,2021-08-19,Ipsos,Reuters,0,Biden,Do you approve or disapprove of the way Joe Biden is handling the response to the coronavirus (COVID-19)?,a,all,4427.0,55.0,39.0,
2021-08-16,2021-08-18,YouGov,Yahoo News,0,Biden,Do you approve or disapprove of the way President Biden is handling each of the following issues? Coronavirus,a,R,384.0,19.0,77.0,
2021-08-12,2021-08-18,Susquehanna,The Federalist,0,Biden,Do you approve or disapprove of the job Joe Biden is doing handling the COVID pandemic?,lv,all,800.0,53.0,40.0,
2021-08-12,2021-08-18,Susquehanna,The Federalist,0,Biden,Do you approve or disapprove of the job Joe Biden is doing handling the COVID pandemic?,lv,R,231.0,22.0,68.0,
2021-08-12,2021-08-18,Susquehanna,The Federalist,0,Biden,Do you approve or disapprove of the job Joe Biden is doing handling the COVID pandemic?,lv,D,221.0,87.0,10.0,
