date_modeled,poll_subject,party,pct_concern_very_estimate,pct_concern_some_estimate,pct_concern_not_very_estimate,pct_concern_none_estimate,timestamp
2020-08-29,1,all,34.052401,33.797673,17.862409,11.879649,13:40:19 29 Aug 2020
2020-08-28,0,all,55.523735,31.144067,8.4626365,3.221631,06:10:18 28 Aug 2020
2020-08-28,1,all,34.052401,33.797673,17.862409,11.879649,06:10:20 28 Aug 2020
2020-08-27,1,all,34.052401,33.797673,17.862409,11.879649,12:55:20 27 Aug 2020
2020-08-27,0,all,55.523735,31.144067,8.4626365,3.221631,12:55:18 27 Aug 2020
2020-08-26,1,all,34.052401,33.797673,17.862409,11.879649,20:45:18 26 Aug 2020
2020-08-26,0,all,55.523735,31.144067,8.4626365,3.221631,20:45:16 26 Aug 2020
2020-08-25,1,all,34.685538,33.753971,17.346358,11.707437,16:20:18 25 Aug 2020
2020-08-25,0,all,55.490277,31.391025,8.1540056,3.2244163,16:20:16 25 Aug 2020
2020-08-24,0,all,56.038485,30.918777,8.0052429,3.1454427,17:40:16 24 Aug 2020
2020-08-24,1,all,34.685538,33.753971,17.346358,11.707437,17:40:18 24 Aug 2020
2020-08-23,0,all,56.553667,30.840767,8.0081169,3.0171872,10:40:25 23 Aug 2020
2020-08-23,1,all,34.633147,34.00659,17.281041,11.613734,10:40:29 23 Aug 2020
2020-08-22,0,all,56.553667,30.840767,8.0081169,3.0171872,10:40:26 23 Aug 2020
2020-08-22,1,all,34.633147,34.00659,17.281041,11.613734,10:40:31 23 Aug 2020
2020-08-21,1,all,34.544605,34.068325,17.260566,11.516702,19:25:19 21 Aug 2020
2020-08-21,0,all,56.553667,30.840767,8.0081169,3.0171872,19:25:17 21 Aug 2020
2020-08-20,0,all,56.553667,30.840767,8.0081169,3.0171872,13:00:18 20 Aug 2020
2020-08-20,1,all,34.235002,33.454098,17.796073,12.010591,13:00:20 20 Aug 2020
2020-08-19,1,all,34.235002,33.454098,17.796073,12.010591,17:00:21 19 Aug 2020
2020-08-19,0,all,56.552666,30.7162,8.0680151,3.0216456,17:00:19 19 Aug 2020
2020-08-18,0,all,56.552666,30.7162,8.0680151,3.0216456,19:50:22 18 Aug 2020
2020-08-18,1,all,34.677532,33.414584,17.534226,11.746447,19:50:24 18 Aug 2020
2020-08-17,0,all,57.24885,29.807124,8.5189605,2.8884457,22:45:18 17 Aug 2020
2020-08-17,1,all,34.677532,33.414584,17.534226,11.746447,22:45:20 17 Aug 2020
2020-08-16,1,all,35.469771,33.208395,18.564398,11.354209,09:05:27 16 Aug 2020
2020-08-16,0,all,56.973458,30.236948,8.6181157,2.9179429,09:05:24 16 Aug 2020
2020-08-15,0,all,56.973458,30.236948,8.6181157,2.9179429,09:05:25 16 Aug 2020
2020-08-15,1,all,35.469771,33.208395,18.564398,11.354209,09:05:29 16 Aug 2020
2020-08-14,1,all,35.469771,33.208395,18.564398,11.354209,09:05:19 14 Aug 2020
2020-08-14,0,all,56.973458,30.236948,8.6181157,2.9179429,09:05:17 14 Aug 2020
2020-08-13,1,all,35.597263,33.380997,18.581767,11.058234,18:45:18 13 Aug 2020
2020-08-13,0,all,56.973458,30.236948,8.6181157,2.9179429,18:45:16 13 Aug 2020
2020-08-12,1,all,35.455648,34.217724,17.850494,10.72564,16:05:18 12 Aug 2020
2020-08-12,0,all,56.973458,30.236948,8.6181157,2.9179429,16:05:16 12 Aug 2020
2020-08-11,1,all,35.635448,34.002272,17.771062,10.65254,16:55:21 11 Aug 2020
2020-08-11,0,all,56.973458,30.236948,8.6181157,2.9179429,16:55:17 11 Aug 2020
2020-08-10,1,all,35.635448,34.002272,17.771062,10.65254,13:25:23 10 Aug 2020
2020-08-10,0,all,56.458081,30.566238,8.8771685,2.7863659,13:25:21 10 Aug 2020
2020-08-09,0,all,56.458081,30.566238,8.8771685,2.7863659,10:35:35 10 Aug 2020
2020-08-09,1,all,35.635448,34.002272,17.771062,10.65254,10:35:41 10 Aug 2020
2020-08-08,1,all,35.635448,34.002272,17.771062,10.65254,10:35:43 10 Aug 2020
2020-08-08,0,all,56.458081,30.566238,8.8771685,2.7863659,10:35:37 10 Aug 2020
2020-08-07,1,all,35.635448,34.002272,17.771062,10.65254,14:00:22  7 Aug 2020
2020-08-07,0,all,56.458081,30.566238,8.8771685,2.7863659,14:00:20  7 Aug 2020
2020-08-06,1,all,35.635448,34.002272,17.771062,10.65254,20:50:18  6 Aug 2020
2020-08-06,0,all,56.458081,30.566238,8.8771685,2.7863659,20:50:16  6 Aug 2020
2020-08-05,0,all,57.432268,30.246172,8.2188982,2.7400271,18:45:16  5 Aug 2020
2020-08-05,1,all,35.513543,33.841901,17.799573,10.833534,18:45:18  5 Aug 2020
2020-08-04,1,all,36.019952,33.558322,17.55013,10.726149,20:05:17  4 Aug 2020
2020-08-04,0,all,57.843765,29.88125,8.1640783,2.6719312,20:05:15  4 Aug 2020
2020-08-03,0,all,56.326407,30.929715,8.6675419,2.4230166,06:35:45  4 Aug 2020
2020-08-03,1,all,35.729273,33.829106,17.660758,10.753067,06:35:51  4 Aug 2020
2020-08-02,0,all,56.326407,30.929715,8.6675419,2.4230166,06:35:46  4 Aug 2020
2020-08-02,1,all,35.729273,33.829106,17.660758,10.753067,06:35:54  4 Aug 2020
2020-08-01,0,all,56.326407,30.929715,8.6675419,2.4230166,06:35:47  4 Aug 2020
2020-08-01,1,all,35.729273,33.829106,17.660758,10.753067,06:35:56  4 Aug 2020
2020-07-31,1,all,35.729273,33.829106,17.660758,10.753067,12:50:20 31 Jul 2020
2020-07-31,0,all,56.326407,30.929715,8.6675419,2.4230166,12:50:18 31 Jul 2020
2020-07-30,1,all,35.864029,33.797345,17.508635,10.826174,13:25:17 30 Jul 2020
2020-07-30,0,all,56.326407,30.929715,8.6675419,2.4230166,13:25:15 30 Jul 2020
2020-07-29,0,all,56.898031,30.75011,8.2289191,2.3664609,19:00:16 29 Jul 2020
2020-07-29,1,all,35.864029,33.797345,17.508635,10.826174,19:00:18 29 Jul 2020
2020-07-28,0,all,57.196281,30.743239,8.2376829,2.3664706,07:10:14 28 Jul 2020
2020-07-28,1,all,37.016225,33.620653,16.658386,10.707426,07:10:16 28 Jul 2020
2020-07-27,1,all,37.117728,33.602459,16.7416,10.607111,14:50:19 27 Jul 2020
2020-07-27,0,all,56.20501,31.191064,8.3734775,2.5846819,14:50:17 27 Jul 2020
2020-07-26,1,all,37.117728,33.602459,16.7416,10.607111,09:40:26 26 Jul 2020
2020-07-26,0,all,56.009345,31.06933,8.5087558,2.5892226,09:40:23 26 Jul 2020
2020-07-25,1,all,37.117728,33.602459,16.7416,10.607111,09:40:28 26 Jul 2020
2020-07-25,0,all,56.009345,31.06933,8.5087558,2.5892226,09:40:24 26 Jul 2020
2020-07-24,0,all,56.009345,31.06933,8.5087558,2.5892226,17:40:15 24 Jul 2020
2020-07-24,1,all,36.886125,33.528251,16.92323,10.577593,17:40:17 24 Jul 2020
2020-07-23,0,all,55.690561,31.393354,8.6488912,2.6793492,17:00:18 23 Jul 2020
2020-07-23,1,all,37.389104,33.193515,16.394752,10.833699,17:00:20 23 Jul 2020
2020-07-22,1,all,35.968375,33.395255,17.260222,11.069081,14:30:16 22 Jul 2020
2020-07-22,0,all,54.813215,31.750249,8.9203513,2.927727,14:30:14 22 Jul 2020
2020-07-21,1,all,35.935889,33.244414,17.016282,11.289044,22:05:17 21 Jul 2020
2020-07-21,0,all,54.83324,31.800029,8.5476582,3.1965934,22:05:15 21 Jul 2020
2020-07-20,1,all,36.09616,33.260848,17.026398,11.145916,18:45:16 20 Jul 2020
2020-07-20,0,all,54.333817,32.088064,8.7507963,3.3477779,18:45:14 20 Jul 2020
2020-07-19,1,all,35.639723,33.431771,17.276306,11.295858,09:05:25 19 Jul 2020
2020-07-19,0,all,54.333817,32.088064,8.7507963,3.3477779,09:05:22 19 Jul 2020
2020-07-18,0,all,54.333817,32.088064,8.7507963,3.3477779,09:05:23 19 Jul 2020
2020-07-18,1,all,35.639723,33.431771,17.276306,11.295858,09:05:27 19 Jul 2020
2020-07-17,1,all,35.639723,33.431771,17.276306,11.295858,18:50:16 17 Jul 2020
2020-07-17,0,all,54.333817,32.088064,8.7507963,3.3477779,18:50:15 17 Jul 2020
2020-07-16,1,all,34.565088,33.9529,18.133767,11.866981,16:40:16 16 Jul 2020
2020-07-16,0,all,54.333817,32.088064,8.7507963,3.3477779,16:40:14 16 Jul 2020
2020-07-15,1,all,33.916076,34.116913,18.419405,12.011495,17:10:17 15 Jul 2020
2020-07-15,0,all,54.499124,31.830571,8.7611223,3.3881283,17:10:15 15 Jul 2020
2020-07-14,1,all,31.591565,34.531769,19.027843,12.835306,19:00:17 14 Jul 2020
2020-07-14,0,all,54.499124,31.830571,8.7611223,3.3881283,19:00:15 14 Jul 2020
2020-07-13,1,all,31.631132,34.547542,19.070344,12.784077,16:45:16 13 Jul 2020
2020-07-13,0,all,55.379466,31.115491,8.8337269,3.2460752,16:45:14 13 Jul 2020
2020-07-12,0,all,55.379466,31.115491,8.8337269,3.2460752,16:35:31 13 Jul 2020
2020-07-12,1,all,31.128285,34.707424,19.327142,12.890865,16:35:36 13 Jul 2020
2020-07-11,0,all,55.379466,31.115491,8.8337269,3.2460752,16:35:32 13 Jul 2020
2020-07-11,1,all,31.128285,34.707424,19.327142,12.890865,16:35:38 13 Jul 2020
2020-07-10,1,all,31.128285,34.707424,19.327142,12.890865,10:15:15 10 Jul 2020
2020-07-10,0,all,55.379466,31.115491,8.8337269,3.2460752,10:15:13 10 Jul 2020
2020-07-09,0,all,55.379466,31.115491,8.8337269,3.2460752,00:25:23 10 Jul 2020
2020-07-09,1,all,30.777769,34.742491,19.548932,12.996663,00:25:27 10 Jul 2020
2020-07-08,1,all,30.777769,34.742491,19.548932,12.996663,17:05:16  8 Jul 2020
2020-07-08,0,all,55.379466,31.115491,8.8337269,3.2460752,17:05:14  8 Jul 2020
2020-07-07,0,all,55.379466,31.115491,8.8337269,3.2460752,20:15:29  7 Jul 2020
2020-07-07,1,all,31.064142,34.661363,19.202494,12.934868,20:15:33  7 Jul 2020
2020-07-06,0,all,55.418561,30.935159,8.9039877,3.2750739,06:50:43  7 Jul 2020
2020-07-06,1,all,30.795733,34.738095,19.411109,13.040988,06:50:50  7 Jul 2020
2020-07-05,0,all,55.418561,30.935159,8.9039877,3.2750739,06:50:44  7 Jul 2020
2020-07-05,1,all,30.795733,34.738095,19.411109,13.040988,06:50:52  7 Jul 2020
2020-07-04,0,all,53.548657,32.004608,9.4237886,3.4556498,06:50:45  7 Jul 2020
2020-07-04,1,all,30.795733,34.738095,19.411109,13.040988,06:50:54  7 Jul 2020
2020-07-03,0,all,53.548657,32.004608,9.4237886,3.4556498,06:50:46  7 Jul 2020
2020-07-03,1,all,30.795733,34.738095,19.411109,13.040988,06:50:56  7 Jul 2020
2020-07-02,1,all,30.795733,34.738095,19.411109,13.040988,17:35:16  2 Jul 2020
2020-07-02,0,all,53.548657,32.004608,9.4237886,3.4556498,17:35:14  2 Jul 2020
2020-07-01,1,all,30.795733,34.738095,19.411109,13.040988,20:20:16  1 Jul 2020
2020-07-01,0,all,53.548657,32.004608,9.4237886,3.4556498,20:20:14  1 Jul 2020
2020-06-30,0,all,53.550118,32.006131,9.1774102,3.6360119,21:15:14 30 Jun 2020
2020-06-30,1,all,29.111353,36.178801,20.666205,12.992771,21:15:15 30 Jun 2020
2020-06-29,1,all,28.769671,36.155854,20.901055,13.167323,18:35:14 29 Jun 2020
2020-06-29,0,all,51.010911,33.60732,10.208918,3.4188371,18:35:12 29 Jun 2020
2020-06-28,0,all,51.010911,33.60732,10.208918,3.4188371,10:40:18 28 Jun 2020
2020-06-28,1,all,28.957378,36.022227,20.950686,13.115901,10:40:21 28 Jun 2020
2020-06-27,1,all,28.957378,36.022227,20.950686,13.115901,10:40:23 28 Jun 2020
2020-06-27,0,all,51.010911,33.60732,10.208918,3.4188371,10:40:19 28 Jun 2020
2020-06-26,1,all,28.189215,36.058777,21.503274,13.285586,19:05:15 26 Jun 2020
2020-06-26,0,all,51.010911,33.60732,10.208918,3.4188371,19:05:13 26 Jun 2020
2020-06-25,1,all,27.925207,35.711193,21.554241,13.714249,00:25:14 25 Jun 2020
2020-06-25,0,all,51.010911,33.60732,10.208918,3.4188371,00:25:12 25 Jun 2020
2020-06-24,0,all,51.262542,33.416113,9.9726304,3.5331484,10:55:13 24 Jun 2020
2020-06-24,1,all,27.893275,35.829639,21.460724,13.728219,10:55:15 24 Jun 2020
2020-06-23,1,all,28.114699,35.598179,21.344716,13.730656,19:30:14 23 Jun 2020
2020-06-23,0,all,51.262542,33.416113,9.9726304,3.5331484,19:30:12 23 Jun 2020
2020-06-22,0,all,51.142559,33.224654,10.104347,3.9452866,19:15:13 22 Jun 2020
2020-06-22,1,all,28.264291,35.606335,21.305816,13.660725,19:15:15 22 Jun 2020
2020-06-21,1,all,28.517001,35.297417,21.030229,14.028976,08:05:22 21 Jun 2020
2020-06-21,0,all,51.142559,33.224654,10.104347,3.9452866,08:05:19 21 Jun 2020
2020-06-20,0,all,51.142559,33.224654,10.104347,3.9452866,08:05:20 21 Jun 2020
2020-06-20,1,all,28.517001,35.297417,21.030229,14.028976,08:05:23 21 Jun 2020
2020-06-19,1,all,28.517001,35.297417,21.030229,14.028976,18:10:14 19 Jun 2020
2020-06-19,0,all,51.142559,33.224654,10.104347,3.9452866,18:10:12 19 Jun 2020
2020-06-18,1,all,28.432202,35.376305,21.018437,14.036285,15:40:14 18 Jun 2020
2020-06-18,0,all,51.200113,33.187772,10.171671,3.8185609,15:40:12 18 Jun 2020
2020-06-17,1,all,28.089974,35.75377,21.535309,13.479846,10:10:16 17 Jun 2020
2020-06-17,0,all,51.200113,33.187772,10.171671,3.8185609,10:10:15 17 Jun 2020
2020-06-16,0,all,51.200113,33.187772,10.171671,3.8185609,19:45:12 16 Jun 2020
2020-06-16,1,all,28.352136,35.71804,21.246513,13.453957,19:45:13 16 Jun 2020
2020-06-15,0,all,51.02643,32.947063,10.245244,3.9759091,17:00:14 15 Jun 2020
2020-06-15,1,all,28.450584,35.757983,21.193771,13.575781,17:00:16 15 Jun 2020
2020-06-14,0,all,50.803102,33.211984,10.592627,3.8652259,11:10:34 15 Jun 2020
2020-06-14,1,all,28.501634,35.680538,21.208355,13.630071,11:10:40 15 Jun 2020
2020-06-13,0,all,50.803102,33.211984,10.592627,3.8652259,11:10:35 15 Jun 2020
2020-06-13,1,all,28.501634,35.680538,21.208355,13.630071,11:10:42 15 Jun 2020
2020-06-12,0,all,50.803102,33.211984,10.592627,3.8652259,18:00:14 12 Jun 2020
2020-06-12,1,all,28.047086,35.880687,21.758695,13.390416,18:00:15 12 Jun 2020
2020-06-11,1,all,28.574057,35.566889,21.31032,13.544389,18:40:15 11 Jun 2020
2020-06-11,0,all,50.803102,33.211984,10.592627,3.8652259,18:40:13 11 Jun 2020
2020-06-10,0,all,51.735238,32.775861,10.003809,3.9098115,17:25:12 10 Jun 2020
2020-06-10,1,all,28.619629,35.688985,21.229445,13.394047,17:25:14 10 Jun 2020
2020-06-09,0,all,51.735238,32.775861,10.003809,3.9098115,21:15:11  9 Jun 2020
2020-06-09,1,all,29.027798,35.66616,20.904957,13.258925,21:15:12  9 Jun 2020
2020-06-08,1,all,29.64931,35.594,20.71441,12.953033,17:05:14  8 Jun 2020
2020-06-08,0,all,53.280986,32.349025,9.2995115,3.2723831,17:05:12  8 Jun 2020
2020-06-07,0,all,53.679146,32.177476,9.1711986,3.2878135,09:05:16  7 Jun 2020
2020-06-07,1,all,29.767526,35.618115,20.691496,12.816532,09:05:18  7 Jun 2020
2020-06-06,0,all,53.679146,32.177476,9.1711986,3.2878135,09:05:17  7 Jun 2020
2020-06-06,1,all,29.767526,35.618115,20.691496,12.816532,09:05:20  7 Jun 2020
2020-06-05,1,all,30.406441,35.392201,20.273112,12.96685,16:35:13  5 Jun 2020
2020-06-05,0,all,53.679146,32.177476,9.1711986,3.2878135,16:35:12  5 Jun 2020
2020-06-04,0,all,53.679146,32.177476,9.1711986,3.2878135,19:25:10  4 Jun 2020
2020-06-04,1,all,30.406441,35.392201,20.273112,12.96685,19:25:11  4 Jun 2020
2020-06-03,1,all,31.582982,35.24027,20.574665,11.518001,17:30:14  3 Jun 2020
2020-06-03,0,all,53.679146,32.177476,9.1711986,3.2878135,17:30:12  3 Jun 2020
2020-06-02,0,all,55.833262,31.177896,8.108494,3.1960046,15:55:12  2 Jun 2020
2020-06-02,1,all,32.082644,35.309326,20.107625,11.420109,15:55:14  2 Jun 2020
2020-06-01,1,all,32.12542,35.29418,20.265175,11.264507,18:20:12  1 Jun 2020
2020-06-01,0,all,57.1027,30.635413,8.1130973,2.9632449,18:20:10  1 Jun 2020
2020-05-31,1,all,32.583202,35.806215,19.781362,11.065886,16:45:12 31 May 2020
2020-05-31,0,all,56.568104,30.705303,8.4603741,2.9441164,16:45:10 31 May 2020
2020-05-30,1,all,32.583202,35.806215,19.781362,11.065886,19:15:11 30 May 2020
2020-05-30,0,all,56.568104,30.705303,8.4603741,2.9441164,19:15:10 30 May 2020
2020-05-29,1,all,32.583202,35.806215,19.781362,11.065886,19:15:11 29 May 2020
2020-05-29,0,all,56.568104,30.705303,8.4603741,2.9441164,19:15:10 29 May 2020
2020-05-28,1,all,32.532283,35.827844,19.753924,11.107396,16:15:16 28 May 2020
2020-05-28,0,all,56.568104,30.705303,8.4603741,2.9441164,16:15:15 28 May 2020
