cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,scenario_id,probability,scenario_description,timestamp,simulations
2020,President,polls-plus,8/20/2020,Trump,Biden,"",10,.01145,Trump landslide (double-digit popular vote margin),19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",9,.775975,Biden majority (at least 50 percent of the vote),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",8,.1313,Trump majority (at least 50 percent of the vote),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",6,.108675,Biden wins popular vote but loses Electoral College,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",5,.00115,Trump wins popular vote but loses Electoral College,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",4,.82685,Biden wins popular vote,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",3,.17315,Trump wins popular vote,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",2,.04695,Recount (1+ decisive states within 0.5 ppt),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",1,.0041,Electoral College deadlock (No candidate gets 270 electoral votes),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",14,.865675,Biden wins at least one state Trump won in 2016,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",13,.420475,Trump wins at least one state Clinton won in 2016,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",12,.00035,Map exactly the same as in 2016,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",11,.3013,Biden landslide (double-digit popular vote margin),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",10,.0109,Trump landslide (double-digit popular vote margin),23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",9,.780975,Biden majority (at least 50 percent of the vote),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",8,.1267,Trump majority (at least 50 percent of the vote),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",6,.104425,Biden wins popular vote but loses Electoral College,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",5,.001475,Trump wins popular vote but loses Electoral College,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",4,.833625,Biden wins popular vote,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",3,.166375,Trump wins popular vote,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",2,.048325,Recount (1+ decisive states within 0.5 ppt),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",1,.00315,Electoral College deadlock (No candidate gets 270 electoral votes),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",14,.868925,Biden wins at least one state Trump won in 2016,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",13,.41275,Trump wins at least one state Clinton won in 2016,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",12,.000475,Map exactly the same as in 2016,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",11,.3053,Biden landslide (double-digit popular vote margin),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",10,.01265,Trump landslide (double-digit popular vote margin),19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",9,.7772,Biden majority (at least 50 percent of the vote),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",8,.1288,Trump majority (at least 50 percent of the vote),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",6,.106025,Biden wins popular vote but loses Electoral College,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",5,.00145,Trump wins popular vote but loses Electoral College,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",4,.83025,Biden wins popular vote,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",3,.16975,Trump wins popular vote,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",2,.04825,Recount (1+ decisive states within 0.5 ppt),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",1,.00385,Electoral College deadlock (No candidate gets 270 electoral votes),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",14,.870525,Biden wins at least one state Trump won in 2016,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",13,.418775,Trump wins at least one state Clinton won in 2016,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",11,.3023,Biden landslide (double-digit popular vote margin),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",10,.0119,Trump landslide (double-digit popular vote margin),22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",9,.770625,Biden majority (at least 50 percent of the vote),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",8,.135675,Trump majority (at least 50 percent of the vote),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",6,.1094125,Biden wins popular vote but loses Electoral College,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",5,.00155,Trump wins popular vote but loses Electoral College,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",4,.824075,Biden wins popular vote,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",3,.175925,Trump wins popular vote,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",2,.04755,Recount (1+ decisive states within 0.5 ppt),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",1,.003425,Electoral College deadlock (No candidate gets 270 electoral votes),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",14,.864675,Biden wins at least one state Trump won in 2016,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",13,.42445,Trump wins at least one state Clinton won in 2016,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",11,.298725,Biden landslide (double-digit popular vote margin),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",10,.01395,Trump landslide (double-digit popular vote margin),20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",9,.775275,Biden majority (at least 50 percent of the vote),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",8,.131775,Trump majority (at least 50 percent of the vote),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",6,.1073125,Biden wins popular vote but loses Electoral College,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",5,.0010125,Trump wins popular vote but loses Electoral College,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",4,.82715,Biden wins popular vote,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",3,.17285,Trump wins popular vote,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",2,.047175,Recount (1+ decisive states within 0.5 ppt),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",1,.0034,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",14,.86685,Biden wins at least one state Trump won in 2016,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",13,.416775,Trump wins at least one state Clinton won in 2016,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",12,.000425,Map exactly the same as in 2016,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",11,.315025,Biden landslide (double-digit popular vote margin),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",10,.01245,Trump landslide (double-digit popular vote margin),19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",9,.78365,Biden majority (at least 50 percent of the vote),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",8,.125525,Trump majority (at least 50 percent of the vote),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",6,.1043375,Biden wins popular vote but loses Electoral College,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",5,.000925,Trump wins popular vote but loses Electoral College,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",4,.8343,Biden wins popular vote,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",3,.1657,Trump wins popular vote,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",2,.04665,Recount (1+ decisive states within 0.5 ppt),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",1,.003275,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",14,.87115,Biden wins at least one state Trump won in 2016,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",13,.4108,Trump wins at least one state Clinton won in 2016,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",12,.0005,Map exactly the same as in 2016,19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",11,.318175,Biden landslide (double-digit popular vote margin),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",10,.01205,Trump landslide (double-digit popular vote margin),19:00:02 14 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",9,.77265,Biden majority (at least 50 percent of the vote),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",8,.135375,Trump majority (at least 50 percent of the vote),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",6,.1006625,Biden wins popular vote but loses Electoral College,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",5,.0014375,Trump wins popular vote but loses Electoral College,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",4,.822425,Biden wins popular vote,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",3,.177575,Trump wins popular vote,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",2,.048175,Recount (1+ decisive states within 0.5 ppt),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",1,.0032,Electoral College deadlock (No candidate gets 270 electoral votes),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",14,.8662,Biden wins at least one state Trump won in 2016,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",13,.41695,Trump wins at least one state Clinton won in 2016,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",12,.00035,Map exactly the same as in 2016,21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",11,.305575,Biden landslide (double-digit popular vote margin),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",10,.013475,Trump landslide (double-digit popular vote margin),21:50:04 13 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",9,.76275,Biden majority (at least 50 percent of the vote),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",8,.1398,Trump majority (at least 50 percent of the vote),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",6,.10765,Biden wins popular vote but loses Electoral College,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",5,.00125,Trump wins popular vote but loses Electoral College,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",4,.81695,Biden wins popular vote,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",3,.18305,Trump wins popular vote,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",2,.046375,Recount (1+ decisive states within 0.5 ppt),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",1,.0036,Electoral College deadlock (No candidate gets 270 electoral votes),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",14,.8606,Biden wins at least one state Trump won in 2016,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",13,.42785,Trump wins at least one state Clinton won in 2016,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",12,.000475,Map exactly the same as in 2016,23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",11,.300475,Biden landslide (double-digit popular vote margin),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",10,.0153,Trump landslide (double-digit popular vote margin),23:41:03 12 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",9,.7578,Biden majority (at least 50 percent of the vote),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",8,.146225,Trump majority (at least 50 percent of the vote),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",6,.0990625,Biden wins popular vote but loses Electoral College,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",5,.0014125,Trump wins popular vote but loses Electoral College,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",4,.809475,Biden wins popular vote,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",3,.190525,Trump wins popular vote,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",2,.0474,Recount (1+ decisive states within 0.5 ppt),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",1,.00315,Electoral College deadlock (No candidate gets 270 electoral votes),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",14,.856575,Biden wins at least one state Trump won in 2016,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",13,.424625,Trump wins at least one state Clinton won in 2016,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",11,.302525,Biden landslide (double-digit popular vote margin),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/11/2020,Trump,Biden,"",10,.0149,Trump landslide (double-digit popular vote margin),19:08:03 11 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",9,.756325,Biden majority (at least 50 percent of the vote),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",8,.1453,Trump majority (at least 50 percent of the vote),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",6,.096375,Biden wins popular vote but loses Electoral College,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",5,.0015875,Trump wins popular vote but loses Electoral College,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",4,.80925,Biden wins popular vote,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",3,.19075,Trump wins popular vote,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",2,.04545,Recount (1+ decisive states within 0.5 ppt),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",1,.003175,Electoral College deadlock (No candidate gets 270 electoral votes),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",14,.855975,Biden wins at least one state Trump won in 2016,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",13,.4154,Trump wins at least one state Clinton won in 2016,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",12,.00055,Map exactly the same as in 2016,23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",11,.302225,Biden landslide (double-digit popular vote margin),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/10/2020,Trump,Biden,"",10,.015975,Trump landslide (double-digit popular vote margin),23:50:02 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",9,.752725,Biden majority (at least 50 percent of the vote),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",8,.1497,Trump majority (at least 50 percent of the vote),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",6,.0961625,Biden wins popular vote but loses Electoral College,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",5,.0018125,Trump wins popular vote but loses Electoral College,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",4,.805325,Biden wins popular vote,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",3,.194675,Trump wins popular vote,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",2,.046525,Recount (1+ decisive states within 0.5 ppt),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",1,.0037,Electoral College deadlock (No candidate gets 270 electoral votes),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",14,.865825,Biden wins at least one state Trump won in 2016,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",13,.451,Trump wins at least one state Clinton won in 2016,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",12,.000725,Map exactly the same as in 2016,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",11,.29635,Biden landslide (double-digit popular vote margin),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,"",10,.0164,Trump landslide (double-digit popular vote margin),10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",9,.74925,Biden majority (at least 50 percent of the vote),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",8,.1505,Trump majority (at least 50 percent of the vote),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",6,.09835,Biden wins popular vote but loses Electoral College,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",5,.001925,Trump wins popular vote but loses Electoral College,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",4,.803575,Biden wins popular vote,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",3,.196425,Trump wins popular vote,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",2,.047025,Recount (1+ decisive states within 0.5 ppt),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",1,.0033,Electoral College deadlock (No candidate gets 270 electoral votes),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",14,.8665,Biden wins at least one state Trump won in 2016,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",13,.45355,Trump wins at least one state Clinton won in 2016,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",12,.00055,Map exactly the same as in 2016,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",11,.295725,Biden landslide (double-digit popular vote margin),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,"",10,.016775,Trump landslide (double-digit popular vote margin),10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",9,.743675,Biden majority (at least 50 percent of the vote),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",8,.155125,Trump majority (at least 50 percent of the vote),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",6,.0999875,Biden wins popular vote but loses Electoral College,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",5,.0020625,Trump wins popular vote but loses Electoral College,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",4,.79895,Biden wins popular vote,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",3,.20105,Trump wins popular vote,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",2,.046825,Recount (1+ decisive states within 0.5 ppt),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",1,.00365,Electoral College deadlock (No candidate gets 270 electoral votes),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",14,.862075,Biden wins at least one state Trump won in 2016,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",13,.4563,Trump wins at least one state Clinton won in 2016,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",11,.29395,Biden landslide (double-digit popular vote margin),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,"",10,.018425,Trump landslide (double-digit popular vote margin),10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/6/2020,Trump,Biden,"",9,.74485,Biden majority (at least 50 percent of the vote),10:19:52 10 Aug 2020,40000
2020,President,polls-plus,8/6/2020,Trump,Biden,"",8,.1545,Trump majority (at least 50 percent of the vote),10:19:52 10 Aug 2020,40000
2020,President,polls-plus,8/6/2020,Trump,Biden,"",6,.0975875,Biden wins popular vote but loses Electoral College,10:19:52 10 Aug 2020,40000
2020,President,polls-plus,8/6/2020,Trump,Biden,"",5,.001925,Trump wins popular vote but loses Electoral College,10:19:52 10 Aug 2020,40000
2020,President,polls-plus,8/6/2020,Trump,Biden,"",4,.800725,Biden wins popular vote,10:19:52 10 Aug 2020,40000
